filename,chroma_stft,rms,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,onset_strength,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
.\chunked_audio_files_drunk\AdultsGetDrunkForTheFirstTimeCHUNK18.wav,0.4712563157081604,0.10678458213806152,1907.163544450943,2403.177304380691,4332.83565560567,0.06850032216494846,1.7873692512512207,-147.8433380126953,114.40496826171875,16.003498077392578,18.226835250854492,4.034155368804932,9.860004425048828,-9.039140701293945,-4.983222484588623,-2.9065475463867188,2.668567657470703,-3.950576066970825,8.604299545288086,-2.997514009475708,0.8456202149391174,0.07458258420228958,-2.6495752334594727,-2.9829065799713135,5.81378173828125,-4.898155689239502,-1.4817701578140259,0
.\chunked_audio_files_drunk\AdultsGetDrunkForTheFirstTimeCHUNK19.wav,0.31296178698539734,0.11740768700838089,2248.717503468801,2478.4346299453364,4683.277686866554,0.09862841356981981,1.881678819656372,-154.64178466796875,100.26939392089844,4.486152648925781,13.365228652954102,8.3360595703125,-2.1600747108459473,-9.122320175170898,5.988893985748291,2.036644697189331,12.021817207336426,-5.696784019470215,8.483230590820312,-2.040841817855835,2.581573724746704,-1.4446650743484497,-4.972785949707031,-1.8321685791015625,1.8915072679519653,-9.310592651367188,2.2036476135253906,0
.\chunked_audio_files_drunk\AdultsGetDrunkForTheFirstTimeCHUNK2.wav,0.35876622796058655,0.12258671224117279,1800.3540117169828,2225.7856734609527,3821.817294034091,0.0632052951388889,2.1375672817230225,-172.05072021484375,119.0710220336914,10.043954849243164,27.059049606323242,8.521530151367188,-9.92389965057373,-1.6543853282928467,1.3395195007324219,5.233471870422363,4.2263712882995605,-2.3686952590942383,2.9404966831207275,-6.531431198120117,-0.35206371545791626,-4.076879978179932,2.948885440826416,-2.7851123809814453,0.10819504410028458,-3.4597558975219727,4.1881303787231445,0
.\chunked_audio_files_drunk\AdultsGetDrunkForTheFirstTimeCHUNK20.wav,0.253409743309021,0.13512776792049408,1802.9585804374924,2058.41587941857,3353.6908318014707,0.07547296262254902,1.7323886156082153,-157.17681884765625,115.51957702636719,-11.854997634887695,17.056163787841797,15.223605155944824,-9.359146118164062,-3.7955310344696045,0.293330579996109,7.062629222869873,16.542327880859375,-5.007588863372803,8.83651065826416,-4.762271881103516,-3.2740678787231445,1.8510702848434448,-5.016841411590576,-5.320178031921387,2.537101984024048,-8.688928604125977,-2.590111494064331,0
.\chunked_audio_files_drunk\AdultsGetDrunkForTheFirstTimeCHUNK21.wav,0.27704954147338867,0.1087777391076088,2358.123444364701,2174.5848817163114,4060.188690603596,0.1352873501712329,1.8895937204360962,-194.91943359375,114.06263732910156,2.7233493328094482,7.456839084625244,16.002185821533203,-15.497132301330566,-19.09729766845703,7.815072536468506,-4.709748268127441,10.983917236328125,-13.09680461883545,5.542638301849365,-5.655761241912842,-7.589787006378174,2.205249786376953,-11.290506362915039,-8.26872730255127,0.8569113612174988,-10.305330276489258,-2.02295184135437,0
.\chunked_audio_files_drunk\AdultsGetDrunkForTheFirstTimeCHUNK22.wav,0.3026309311389923,0.08033450692892075,2648.98108871617,2424.858959139073,4768.307311276355,0.14174275225903615,2.0143275260925293,-229.31405639648438,100.61377716064453,17.93851089477539,16.08553123474121,18.582117080688477,-10.206618309020996,-11.984092712402344,4.891054630279541,-6.646928310394287,5.6309709548950195,-10.749189376831055,6.367724895477295,-10.082698822021484,3.574909210205078,-0.7086822390556335,-9.59847354888916,-4.6687846183776855,1.0725585222244263,-13.053516387939453,-0.6926403641700745,0
.\chunked_audio_files_drunk\AdultsGetDrunkForTheFirstTimeCHUNK23.wav,0.2956033945083618,0.11658406257629395,1523.9786079099429,1726.5557148671194,2695.734273976293,0.06550545528017242,1.6747863292694092,-188.29672241210938,151.1261749267578,-15.307280540466309,-0.42781779170036316,10.408886909484863,-7.853368282318115,-22.50107765197754,1.278581142425537,0.048124048858881,15.272523880004883,-8.756935119628906,-1.1021764278411865,-0.7975949645042419,-3.0205023288726807,5.866562366485596,-7.715639114379883,-9.461736679077148,8.866700172424316,-13.086098670959473,1.5943642854690552,0
.\chunked_audio_files_drunk\AdultsGetDrunkForTheFirstTimeCHUNK24.wav,0.2896703779697418,0.12202756851911545,1435.3319874269646,1727.3957677630076,2635.8060396634614,0.061684409340659344,1.9613114595413208,-182.77676391601562,150.4292449951172,-10.742491722106934,13.594594955444336,-4.390161991119385,-11.325895309448242,-1.94304358959198,-8.810690879821777,4.748533725738525,8.528342247009277,-2.924036979675293,1.1889523267745972,-10.829907417297363,-5.748924255371094,-12.459172248840332,0.1563750058412552,-2.7229702472686768,-5.701561450958252,-3.7942051887512207,-0.026901058852672577,0
.\chunked_audio_files_drunk\AdultsGetDrunkForTheFirstTimeCHUNK25.wav,0.4212562143802643,0.07097317278385162,1544.5974678606012,1807.7443216861113,2962.478563262195,0.07282139227642276,1.6478248834609985,-228.17117309570312,145.24658203125,-11.70059585571289,18.738088607788086,-8.937171936035156,-12.707921028137207,-5.303205490112305,-5.576539516448975,2.3257875442504883,9.421753883361816,-3.317525625228882,-1.5829023122787476,-9.137836456298828,-4.329559803009033,-10.65888500213623,-0.8260737657546997,-3.6682848930358887,-3.2845754623413086,-1.8431487083435059,0.24141478538513184,0
.\chunked_audio_files_drunk\AdultsGetDrunkForTheFirstTimeCHUNK26.wav,0.46034926176071167,0.1072755977511406,2573.766292257286,2590.205617678054,5359.222745028409,0.11139026988636364,1.3543956279754639,-127.47074890136719,91.4519271850586,8.530037879943848,5.581899166107178,-10.52886962890625,10.27619743347168,7.4972124099731445,2.0230252742767334,-5.529201030731201,5.260107040405273,6.469742774963379,5.77995491027832,-8.466631889343262,1.992253303527832,-3.7954187393188477,-4.351700782775879,-6.837069511413574,-4.605198383331299,-5.9831953048706055,-4.860291004180908,0
.\chunked_audio_files_drunk\AdultsGetDrunkForTheFirstTimeCHUNK27.wav,0.40751609206199646,0.14148679375648499,2735.613289519911,2707.6986614393727,5725.023352581522,0.14403235394021738,1.498734474182129,-82.17896270751953,84.97840118408203,-1.5327280759811401,-1.7529749870300293,-4.962835788726807,2.653088092803955,-0.8522555232048035,8.714112281799316,2.149480104446411,11.629693031311035,-2.1631357669830322,-5.211296081542969,-5.484805583953857,4.947024822235107,-5.4911651611328125,-1.8831744194030762,-1.9414714574813843,10.231721878051758,3.950007677078247,3.582832098007202,0
.\chunked_audio_files_drunk\AdultsGetDrunkForTheFirstTimeCHUNK28.wav,0.40062665939331055,0.08239567279815674,3276.6574035632893,3054.409052328333,7169.9746621621625,0.17071368243243243,1.4831197261810303,-114.76325225830078,68.21719360351562,11.71581745147705,1.3388644456863403,0.6379430890083313,6.352891445159912,-4.5704755783081055,-0.7690718173980713,-9.45248031616211,1.9730281829833984,-2.0092904567718506,0.9081159830093384,-5.739561080932617,3.7140254974365234,0.04511134698987007,9.040939331054688,4.862915515899658,6.2611589431762695,-0.9500007629394531,0.16811756789684296,0
.\chunked_audio_files_drunk\AdultsGetDrunkForTheFirstTimeCHUNK29.wav,0.4580911099910736,0.16374076902866364,1088.5769964478081,1904.8859996381714,1886.3604809864457,0.034379706325301206,1.3913018703460693,-222.63706970214844,135.2010955810547,29.93999671936035,24.00617790222168,21.215824127197266,8.126018524169922,2.9310600757598877,5.830300331115723,-9.33497428894043,8.733535766601562,-3.9528496265411377,-3.0803792476654053,10.225193977355957,9.361213684082031,-6.474518775939941,5.906564235687256,-4.997576713562012,8.820199012756348,-3.5315451622009277,0.32341310381889343,0
.\chunked_audio_files_drunk\AdultsGetDrunkForTheFirstTimeCHUNK3.wav,0.38449448347091675,0.1460840106010437,1440.0551898380163,2029.834093381259,2967.606670673077,0.049654447115384616,1.8709608316421509,-154.48634338378906,150.29920959472656,23.681222915649414,2.570221185684204,-7.1743316650390625,-7.3453049659729,4.565058708190918,4.0552568435668945,4.8551554679870605,15.881560325622559,2.220702648162842,2.1089820861816406,-0.16606909036636353,0.9696903824806213,-4.282345294952393,5.103652000427246,-2.4475066661834717,1.8157322406768799,1.8616456985473633,5.872666358947754,0
.\chunked_audio_files_drunk\AdultsGetDrunkForTheFirstTimeCHUNK30.wav,0.42998164892196655,0.14649398624897003,1769.3824391279386,2284.8219581355897,3904.957339638158,0.04631696428571429,1.8866708278656006,-206.2626495361328,106.25315856933594,5.403109073638916,29.677675247192383,16.789669036865234,-12.93317699432373,7.286423206329346,5.697154521942139,1.8150088787078857,8.004112243652344,-2.409825325012207,14.747422218322754,6.530318260192871,11.163683891296387,1.3874367475509644,4.593677043914795,1.1767117977142334,3.862656593322754,-2.470999240875244,1.6390467882156372,0
.\chunked_audio_files_drunk\AdultsGetDrunkForTheFirstTimeCHUNK31.wav,0.37907880544662476,0.13147719204425812,2129.8161704910726,2159.701852644866,3805.910832331731,0.11962890625,1.8781163692474365,-157.4462432861328,120.46021270751953,-5.181061267852783,-5.113736629486084,1.2986395359039307,0.47541332244873047,2.492349624633789,5.210986614227295,-2.662588596343994,16.929044723510742,2.030423641204834,11.627229690551758,1.3084324598312378,8.56261157989502,0.8231601715087891,-3.2429587841033936,-3.5572686195373535,5.7680745124816895,-0.914466917514801,6.277930736541748,0
